Statistical profiling result from isolate-0x2c2b020-v8.log, (63422 ticks, 0 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  v8::internal::Assembler::emit_mov(v8::internal::Register, v8::internal::Register, int)
      1    0.0%    0.0%  v8::internal::Assembler::emit_mov(v8::internal::Operand const&, v8::internal::Register, int)
      1    0.0%    0.0%  v8::base::OS::VSNPrintF(char*, int, char const*, __va_list_tag*)
      1    0.0%    0.0%  v8::ArrayBuffer::GetContents()
      1    0.0%    0.0%  uv__io_poll
      1    0.0%    0.0%  unibrow::Utf8::CalculateValue(unsigned char const*, unsigned long, unsigned long*)
      1    0.0%    0.0%  unibrow::Uppercase::Is(unsigned int)
      1    0.0%    0.0%  std::string::_Rep::_M_clone(std::allocator<char> const&, unsigned long)
      1    0.0%    0.0%  std::locale::~locale()
      1    0.0%    0.0%  std::ctype<char> const& std::use_facet<std::ctype<char> >(std::locale const&)
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.0%    0.0%  sem_post
      1    0.0%    0.0%  node::crypto::PBKDF2Request::~PBKDF2Request()
      1    0.0%    0.0%  node::crypto::Hash::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::TCPWrap::Bind6(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::StreamBase::AfterWrite(node::WriteWrap*, int)
      1    0.0%    0.0%  node::SetIdle(uv_prepare_s*)
      1    0.0%    0.0%  node::Parser::on_message_begin(http_parser*)
      1    0.0%    0.0%  node::Parser::on_headers_complete(http_parser*)
      1    0.0%    0.0%  node::HandleWrap::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Environment::KickNextTick()
      1    0.0%    0.0%  node::ContextifyScript::RunInThisContext(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  memchr
      1    0.0%    0.0%  int v8::internal::Search<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
      1    0.0%    0.0%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      1    0.0%    0.0%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      1    0.0%    0.0%  _dl_mcount_wrapper_check
      1    0.0%    0.0%  __xstat
      1    0.0%    0.0%  __GI___pthread_mutex_unlock
      1    0.0%    0.0%  _IO_file_xsputn
      1    0.0%    0.0%  _IO_file_write

 [Summary]:
   ticks  total  nonlib   name
     90    0.1%    0.2%  JavaScript
  48758   76.9%   99.8%  C++
     14    0.0%    0.0%  GC
  14574   23.0%          Shared libraries

 [C++ entry points]:
   ticks    cpp   total   name
  32817   67.3%   51.7%  node::crypto::PBKDF2(v8::FunctionCallbackInfo<v8::Value> const&)
   3456    7.1%    5.4%  EVP_MD_CTX_cleanup
   2248    4.6%    3.5%  EVP_MD_CTX_copy
   2177    4.5%    3.4%  __libc_malloc
   1332    2.7%    2.1%  SHA1_Final
   1049    2.2%    1.7%  OPENSSL_cleanse
    887    1.8%    1.4%  HMAC_CTX_cleanup
    822    1.7%    1.3%  memset
    526    1.1%    0.8%  PKCS5_PBKDF2_HMAC
    452    0.9%    0.7%  EVP_DigestFinal_ex
    429    0.9%    0.7%  CRYPTO_malloc
    410    0.8%    0.6%  EVP_MD_CTX_copy_ex
    332    0.7%    0.5%  SHA1_Update
    287    0.6%    0.5%  HMAC_CTX_copy
    249    0.5%    0.4%  CRYPTO_free
    246    0.5%    0.4%  HMAC_Final
    194    0.4%    0.3%  cfree
    149    0.3%    0.2%  EVP_MD_CTX_test_flags
    139    0.3%    0.2%  _init
     70    0.1%    0.1%  sha1_block_data_order
     68    0.1%    0.1%  node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     53    0.1%    0.1%  v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     46    0.1%    0.1%  HMAC_Update
     45    0.1%    0.1%  EVP_DigestUpdate
     43    0.1%    0.1%  v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
     40    0.1%    0.1%  EVP_MD_CTX_set_flags
     21    0.0%    0.0%  v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     20    0.0%    0.0%  void node::StreamBase::JSMethod<node::StreamWrap, &node::StreamBase::Writev>(v8::FunctionCallbackInfo<v8::Value> const&)
     19    0.0%    0.0%  v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     15    0.0%    0.0%  v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
     15    0.0%    0.0%  v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.0%    0.0%  v8::internal::Runtime_TryInstallOptimizedCode(int, v8::internal::Object**, v8::internal::Isolate*)
      8    0.0%    0.0%  v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.0%    0.0%  v8::internal::Runtime_ParseJson(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime_NewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_ResolvePossiblyDirectEval(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_NumberToStringSkipCache(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_NewStrictArguments(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_BinaryOpIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  node::Buffer::Utf8Slice(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  v8::internal::TransitionArray::GetPrototypeTransition(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::Runtime_ToBooleanIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_StringToUpperCase(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_StringToLowerCase(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_StringReplaceGlobalRegExpWithString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_StringIndexOf(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_NumberMod(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_NotifyDeoptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_MoveArrayContents(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_HasOwnProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_HasFastPackedElements(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_ElementsTransitionAndStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_DefineAccessorPropertyUnchecked(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_CompareNilIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_BasicJSONStringify(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_AllocateInTargetSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime::KeyedGetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      1    0.0%    0.0%  v8::internal::Object** v8::internal::HandleScope::CreateHandle<v8::internal::Object>(v8::internal::Isolate*, v8::internal::Object*)
      1    0.0%    0.0%  v8::internal::JSObject::SetPrototype(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, bool)
      1    0.0%    0.0%  v8::internal::Heap::InitializeJSObjectFromMap(v8::internal::JSObject*, v8::internal::FixedArray*, v8::internal::Map*)
      1    0.0%    0.0%  v8::internal::FunctionTemplateInfo::GetCompatibleReceiver(v8::internal::Isolate*, v8::internal::Object*)
      1    0.0%    0.0%  v8::ArrayBuffer::GetContents()
      1    0.0%    0.0%  unibrow::Utf8::CalculateValue(unsigned char const*, unsigned long, unsigned long*)
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.0%    0.0%  node::crypto::PBKDF2Request::~PBKDF2Request()
      1    0.0%    0.0%  node::crypto::Hash::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::TCPWrap::Bind6(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::HandleWrap::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::ContextifyScript::RunInThisContext(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  __xstat

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 2.0% are not shown.

   ticks parent  name
  32817   51.7%  node::crypto::PBKDF2(v8::FunctionCallbackInfo<v8::Value> const&)
  32817  100.0%    /usr/bin/nodejs
  32817  100.0%      LazyCompile: ~pbkdf2 crypto.js:557:16
  32817  100.0%        LazyCompile: ~exports.pbkdf2Sync crypto.js:552:30
  32817  100.0%          LazyCompile: ~<anonymous> /home/ewnd9/test/node-profile/index.js:38:27
  32817  100.0%            LazyCompile: handle /home/ewnd9/test/node-profile/node_modules/express/lib/router/layer.js:86:49

   9236   14.6%  /usr/bin/nodejs
   9214   99.8%    LazyCompile: *pbkdf2 crypto.js:557:16
   9214  100.0%      LazyCompile: *exports.pbkdf2Sync crypto.js:552:30
   9214  100.0%        LazyCompile: ~<anonymous> /home/ewnd9/test/node-profile/index.js:38:27
   9214  100.0%          LazyCompile: handle /home/ewnd9/test/node-profile/node_modules/express/lib/router/layer.js:86:49
   9214  100.0%            LazyCompile: ~next /home/ewnd9/test/node-profile/node_modules/express/lib/router/route.js:114:16

   5336    8.4%  /lib/x86_64-linux-gnu/libc-2.19.so
   5314   99.6%    LazyCompile: *pbkdf2 crypto.js:557:16
   5314  100.0%      LazyCompile: *exports.pbkdf2Sync crypto.js:552:30
   5314  100.0%        LazyCompile: ~<anonymous> /home/ewnd9/test/node-profile/index.js:38:27
   5314  100.0%          LazyCompile: handle /home/ewnd9/test/node-profile/node_modules/express/lib/router/layer.js:86:49
   5314  100.0%            LazyCompile: ~next /home/ewnd9/test/node-profile/node_modules/express/lib/router/route.js:114:16

   3456    5.4%  EVP_MD_CTX_cleanup
   3456  100.0%    LazyCompile: *pbkdf2 crypto.js:557:16
   3456  100.0%      LazyCompile: *exports.pbkdf2Sync crypto.js:552:30
   3456  100.0%        LazyCompile: ~<anonymous> /home/ewnd9/test/node-profile/index.js:38:27
   3456  100.0%          LazyCompile: handle /home/ewnd9/test/node-profile/node_modules/express/lib/router/layer.js:86:49
   3456  100.0%            LazyCompile: ~next /home/ewnd9/test/node-profile/node_modules/express/lib/router/route.js:114:16

   2248    3.5%  EVP_MD_CTX_copy
   2248  100.0%    LazyCompile: *pbkdf2 crypto.js:557:16
   2248  100.0%      LazyCompile: *exports.pbkdf2Sync crypto.js:552:30
   2248  100.0%        LazyCompile: ~<anonymous> /home/ewnd9/test/node-profile/index.js:38:27
   2248  100.0%          LazyCompile: handle /home/ewnd9/test/node-profile/node_modules/express/lib/router/layer.js:86:49
   2248  100.0%            LazyCompile: ~next /home/ewnd9/test/node-profile/node_modules/express/lib/router/route.js:114:16

   2181    3.4%  __libc_malloc
   2177   99.8%    LazyCompile: *pbkdf2 crypto.js:557:16
   2177  100.0%      LazyCompile: *exports.pbkdf2Sync crypto.js:552:30
   2177  100.0%        LazyCompile: ~<anonymous> /home/ewnd9/test/node-profile/index.js:38:27
   2177  100.0%          LazyCompile: handle /home/ewnd9/test/node-profile/node_modules/express/lib/router/layer.js:86:49
   2177  100.0%            LazyCompile: ~next /home/ewnd9/test/node-profile/node_modules/express/lib/router/route.js:114:16

   1332    2.1%  SHA1_Final
   1332  100.0%    LazyCompile: *pbkdf2 crypto.js:557:16
   1332  100.0%      LazyCompile: *exports.pbkdf2Sync crypto.js:552:30
   1332  100.0%        LazyCompile: ~<anonymous> /home/ewnd9/test/node-profile/index.js:38:27
   1332  100.0%          LazyCompile: handle /home/ewnd9/test/node-profile/node_modules/express/lib/router/layer.js:86:49
   1332  100.0%            LazyCompile: ~next /home/ewnd9/test/node-profile/node_modules/express/lib/router/route.js:114:16

